"plant_id","name","us_state","pattern","type","color_flower","color_foliage","texture_foliage","color_fruit","shape"
"5998","CAGR11","Cassia grandis","USA (FL), USA+ (PR, VI)","Dicot","Tree","","","","",""
"5999","CAJA3","Cassia javanica","USA (FL), USA+ (PR)","Dicot","Tree","","","","",""
"6000","CAJAI","Cassia javanica var. indochinensis","USA (FL), USA+ (PR)","Dicot","Tree","","","","",""
"6001","CASSI3","Cassiope","USA (AK, CA, ID, MT, OR, WA), CAN (AB, BC, LB, NT, NU, QC, YT), DEN (GL)","Dicot","","","","","",""
"6002","CALY4","Cassiope lycopodioides","USA (AK, WA), CAN (BC)","Dicot","Subshrub, Shrub","","","","",""
"6003","CALYC6","Cassiope lycopodioides var. cristapilosa","USA (AK, WA), CAN (BC)","Dicot","Subshrub, Shrub","","","","",""
"6004","CALYL2","Cassiope lycopodioides var. lycopodioides","USA (AK), CAN (BC)","Dicot","Subshrub, Shrub","","","","",""
"6005","CAME7","Cassiope mertensiana","USA (AK, CA, ID, MT, OR, WA), CAN (AB, BC, YT)","Dicot","Subshrub, Shrub","","","","",""
"6006","CAMEG","Cassiope mertensiana var. gracilis","USA (ID, MT, OR, WA)","Dicot","Subshrub, Shrub","","","","",""
"6007","CAMEM","Cassiope mertensiana var. mertensiana","USA (AK, CA, ID, OR, WA), CAN (AB, BC, YT)","Dicot","Subshrub, Shrub","","","","",""
"6008","CATE11","Cassiope tetragona","USA (AK, MT, WA), CAN (AB, BC, LB, NT, NU, QC, YT), DEN (GL)","Dicot","Subshrub, Shrub","White","Green","Coarse","Brown","Prostrate"
"6009","CATES2","Cassiope tetragona var. saximontana","USA (AK, MT, WA), CAN (AB, BC, NT, YT)","Dicot","Subshrub, Shrub","","","","",""
"6010","CATET","Cassiope tetragona var. tetragona","USA (AK), CAN (BC, LB, NT, NU, QC, YT), DEN (GL)","Dicot","Subshrub, Shrub","","","","",""
"6011","CASSY","Cassytha","USA (FL, HI, TX), USA+ (PR, VI)","Dicot","","","","","",""
"6012","CAFI4","Cassytha filiformis","USA (FL, HI, TX), USA+ (PR, VI)","Dicot","Vine, Forb/herb","","","","",""
"6013","CASTA4","Castalis","USA (AZ)","Dicot","","","","","",""
"6014","CATR18","Castalis tragus","USA (AZ)","Dicot","Subshrub, Forb/herb","","","","",""
"6015","CASTA","Castanea","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (ON)","Dicot","","","","","",""
"6016","CACR27","Castanea crenata","USA (FL, NJ, NY)","Dicot","Tree","","","","",""
"6017","CADE12","Castanea dentata","USA (AL, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV), CAN (ON)","Dicot","Tree","White","Yellow-Green","Coarse","Brown","Erect"
"6018","CAMO83","Castanea mollissima","USA (AL, CT, DC, FL, GA, IL, KY, MA, MS, NC, NJ, NY, PA, RI, TN, VA)","Dicot","Tree","Yellow","Green","Coarse","Brown","Erect"
"6019","CANE7","Castanea ×neglecta","USA (AL, AR, DC, GA, LA, MD, NC, NJ, PA, TN, VA)","Dicot","Tree","","","","",""
"6020","CAPU9","Castanea pumila","USA (AL, AR, DC, DE, FL, GA, IN, KY, LA, MA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)","Dicot","Tree, Shrub","","","","",""
"6021","CAPUO","Castanea pumila var. ozarkensis","USA (AL, AR, LA, MO, MS, OK)","Dicot","Tree, Shrub","","","","",""
"6022","CAPUP3","Castanea pumila var. pumila","USA (AL, AR, DC, DE, FL, GA, IN, KY, LA, MA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)","Dicot","Tree, Shrub","","","","",""
"6023","CASA27","Castanea sativa","USA (AL, DC, KY, MA, NY, PA)","Dicot","Tree","","","","",""
"6024","CASTE2","Castela","USA (AZ, CA, TX), USA+ (PR, VI)","Dicot","","","","","",""
"6025","CAEM4","Castela emoryi","USA (AZ, CA)","Dicot","Tree, Shrub","","","","",""
"6026","CAER3","Castela erecta","USA (TX), USA+ (PR, VI)","Dicot","Tree, Shrub","","","","",""
"6027","CAERT","Castela erecta ssp. texana","USA (TX)","Dicot","Tree, Shrub","","","","",""
"6028","CASTI2","Castilleja","USA (AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, QC, SK, YT)","Dicot","","","","","",""
"6029","CAAF","Castilleja affinis","USA (CA, OR, WA)","Dicot","Subshrub, Forb/herb","","","","",""
"6030","CAAFA2","Castilleja affinis ssp. affinis","USA (CA)","Dicot","Forb/herb, Subshrub","","","","",""
"6031","CAAFL2","Castilleja affinis ssp. litoralis","USA (CA, OR, WA)","Dicot","Forb/herb","","","","",""
"6032","CAAFN2","Castilleja affinis ssp. neglecta","USA (CA)","Dicot","Subshrub, Forb/herb","","","","",""
"6033","CAAM32","Castilleja ambigua","USA (CA, OR, WA), CAN (BC)","Dicot","Forb/herb","","","","",""
"6034","CAAMA3","Castilleja ambigua ssp. ambigua","USA (CA, OR, WA), CAN (BC)","Dicot","Forb/herb","","","","",""
"6035","CAAMH","Castilleja ambigua ssp. humboldtiensis","USA (CA)","Dicot","Forb/herb","","","","",""
"6036","CAAMI2","Castilleja ambigua ssp. insalutata","USA (CA)","Dicot","Forb/herb","","","","",""
"6037","CAAMM","Castilleja ambigua var. meadii","USA (CA)","Dicot","Forb/herb","","","","",""
"6038","CAAN7","Castilleja angustifolia","USA (AZ, CA, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY)","Dicot","Subshrub, Forb/herb","Red","Green","Fine","Red","Erect"
"6039","CAANA3","Castilleja angustifolia var. angustifolia","USA (ID, MT, OR, WY)","Dicot","Subshrub, Forb/herb","","","","",""
"6040","CAAND","Castilleja angustifolia var. dubia","USA (AZ, CA, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY)","Dicot","Forb/herb, Subshrub","","","","",""
"6041","CAANF","Castilleja angustifolia var. flavescens","USA (ID, NV, UT)","Dicot","Subshrub, Forb/herb","","","","",""
"6042","CAAN8","Castilleja annua","USA (AK)","Dicot","Forb/herb","","","","",""
"6043","CAAP4","Castilleja applegatei","USA (CA, ID, NV, OR, UT, WY)","Dicot","Subshrub, Forb/herb","Red","Green","Medium","Brown","Semi-Erect"
"6044","CAAPA2","Castilleja applegatei ssp. applegatei","USA (OR)","Dicot","Forb/herb, Subshrub","","","","",""
"6045","CAAPD","Castilleja applegatei ssp. disticha","USA (CA)","Dicot","Forb/herb","","","","",""
"6046","CAAPM","Castilleja applegatei ssp. martinii","USA (CA, NV)","Dicot","Forb/herb, Subshrub","","","","",""
"6047","CAAPP3","Castilleja applegatei ssp. pallida","USA (CA, NV)","Dicot","Forb/herb, Subshrub","","","","",""
"6048","CAAPP4","Castilleja applegatei ssp. pinetorum","USA (CA, ID, NV, OR, UT, WY)","Dicot","Forb/herb, Subshrub","","","","",""
"6049","CAAQ4","Castilleja aquariensis","USA (UT)","Dicot","Forb/herb","","","","",""
"6050","CAAR11","Castilleja arachnoidea","USA (CA, NV, OR)","Dicot","Forb/herb","","","","",""
"6051","CAAR21","Castilleja arvensis","USA (HI)","Dicot","Forb/herb","","","","",""
"6052","CAAT25","Castilleja attenuata","USA (AZ, CA, OR, WA), CAN (BC)","Dicot","Forb/herb","","","","",""
"6053","CAAU5","Castilleja austromontana","USA (AZ, NM)","Dicot","Forb/herb","","","","",""
"6054","CABR37","Castilleja brevistyla","USA (CA)","Dicot","Forb/herb","","","","",""
"6055","CACA79","Castilleja campestris","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"6056","CACAC14","Castilleja campestris ssp. campestris","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"6057","CACAS5","Castilleja campestris ssp. succulenta","USA (CA)","Dicot","Forb/herb","","","","",""
"6058","CACA20","Castilleja caudata","USA (AK), CAN (NT, YT)","Dicot","Forb/herb","","","","",""
"6059","CACAA","Castilleja caudata var. auricoma","USA (AK)","Dicot","Forb/herb","","","","",""
"6060","CACAC11","Castilleja caudata var. caudata","USA (AK), CAN (NT, YT)","Dicot","Forb/herb","","","","",""
"6061","CACE4","Castilleja cervina","USA (ID, MT, WA), CAN (BC)","Dicot","Forb/herb","","","","",""
"6062","CACH40","Castilleja chambersii","USA (OR)","Dicot","Forb/herb","","","","",""
"6063","CACH15","Castilleja chlorotica","USA (OR)","Dicot","Forb/herb","","","","",""
"6064","CACH19","Castilleja christii","USA (ID)","Dicot","Forb/herb","","","","",""
"6065","CACH8","Castilleja chrymactis","USA (AK)","Dicot","Forb/herb","","","","",""
"6066","CACH16","Castilleja chrysantha","USA (OR)","Dicot","Forb/herb","","","","",""
"6067","CACI6","Castilleja cinerea","USA (CA)","Dicot","Forb/herb","","","","",""
"6068","CACO17","Castilleja coccinea","USA (AL, AR, CT, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, WI, WV), CAN (MB, NS, ON, SK)","Dicot","Forb/herb","Red","Green","Fine","Brown","Erect"
"6069","CACO36","Castilleja covilleana","USA (ID, MT)","Dicot","Subshrub, Forb/herb","","","","",""
"6070","CACR13","Castilleja crista-galli","USA (ID, MT, WY)","Dicot","Subshrub, Forb/herb","","","","",""
"6071","CACR14","Castilleja cryptantha","USA (WA)","Dicot","Forb/herb","","","","",""
"6072","CACU7","Castilleja cusickii","USA (ID, MT, NV, OR, WA, WY), CAN (AB, BC)","Dicot","Forb/herb","","","","",""
"6073","CADE29","Castilleja densiflora","USA (CA)","Dicot","Forb/herb","","","","",""
"6074","CADED3","Castilleja densiflora ssp. densiflora","USA (CA)","Dicot","Forb/herb","","","","",""
"6075","CADEG","Castilleja densiflora ssp. gracilis","USA (CA)","Dicot","Forb/herb","","","","",""
"6076","CADEO","Castilleja densiflora ssp. obispoensis","USA (CA)","Dicot","Forb/herb","","","","",""
"6077","CADI20","Castilleja dissitiflora","USA (NV)","Dicot","Forb/herb","","","","",""
"6078","CAEL6","Castilleja elegans","USA (AK), CAN (AB, NT, NU, YT)","Dicot","Forb/herb","","","","",""
"6079","CAEL7","Castilleja elmeri","USA (WA), CAN (BC)","Dicot","Subshrub, Forb/herb","","","","",""
"6080","CAEX14","Castilleja exserta","USA (AZ, CA, HI, MA, NM)","Dicot","Forb/herb","","","","",""
"6081","CAEXE","Castilleja exserta ssp. exserta","USA (AZ, CA, HI, MA, NM)","Dicot","Forb/herb","","","","",""
"6082","CAEXL","Castilleja exserta ssp. latifolia","USA (CA)","Dicot","Forb/herb","","","","",""
"6083","CAEXV","Castilleja exserta ssp. venusta","USA (CA)","Dicot","Forb/herb","","","","",""
"6084","CAFL7","Castilleja flava","USA (CO, ID, MT, NV, OR, UT, WA, WY)","Dicot","Subshrub, Forb/herb","","","","",""
"6085","CAFLF3","Castilleja flava var. flava","USA (CO, ID, MT, NV, UT, WY)","Dicot","Subshrub, Forb/herb","","","","",""
"6086","CAFLR","Castilleja flava var. rustica","USA (ID, MT, OR, WA)","Dicot","Subshrub, Forb/herb","","","","",""
"6087","CAFO2","Castilleja foliolosa","USA (CA)","Dicot","Subshrub, Forb/herb","","","","",""
"6088","CAFR8","Castilleja fraterna","USA (OR)","Dicot","Forb/herb","","","","",""
"6089","CAGE6","Castilleja genevievana","USA (TX)","Dicot","Forb/herb","","","","",""
"6090","CAGL10","Castilleja glandulifera","USA (ID, OR)","Dicot","Subshrub, Forb/herb","","","","",""
"6091","CAGR21","Castilleja grisea","USA (CA)","Dicot","Subshrub, Forb/herb","","","","",""
"6092","CAHA16","Castilleja haydenii","USA (CO, NM)","Dicot","Forb/herb","","","","",""
"6093","CAHI9","Castilleja hispida","USA (CA, ID, MT, NV, OR, WA), CAN (AB, BC)","Dicot","Subshrub, Forb/herb","Red","Yellow-Green","Medium","Black","Erect"
"6094","CAHIA2","Castilleja hispida ssp. acuta","USA (ID, MT, NV, OR, WA)","Dicot","Subshrub, Forb/herb","","","","",""
"6095","CAHIB","Castilleja hispida ssp. brevilobata","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"6096","CAHIH2","Castilleja hispida ssp. hispida","USA (ID, MT, OR, WA), CAN (AB, BC)","Dicot","Subshrub, Forb/herb","","","","",""
"6097","CAHY5","Castilleja hyetophila","USA (AK)","Dicot","Forb/herb","","","","",""
"6098","CAHY6","Castilleja hyperborea","USA (AK), CAN (BC, NT, YT)","Dicot","Forb/herb","","","","",""
"6099","CAIN13","Castilleja indivisa","USA (AR, LA, OK, TX)","Dicot","Forb/herb","","","","",""
"6100","CAIN14","Castilleja integra","USA (AZ, CO, NM, TX)","Dicot","Subshrub, Forb/herb","","","","",""
"6101","CAING","Castilleja integra var. gloriosa","USA (AZ)","Dicot","Subshrub, Forb/herb","","","","",""
"6102","CAINI5","Castilleja integra var. integra","USA (AZ, CO, NM, TX)","Dicot","Subshrub, Forb/herb","","","","",""
"6103","CAKA6","Castilleja kaibabensis","USA (AZ)","Dicot","Forb/herb","","","","",""
"6104","CAKE7","Castilleja kerryana","USA (MT)","Dicot","Forb/herb","","","","",""
"6105","CAKR4","Castilleja kraliana","USA (AL)","Dicot","Forb/herb","","","","",""
"6106","CALA68","Castilleja lacera","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"6107","CALA24","Castilleja lanata","USA (AZ, CA, NM, TX)","Dicot","Subshrub, Forb/herb","","","","",""
"6108","CALAH","Castilleja lanata ssp. hololeuca","USA (CA)","Dicot","Forb/herb, Subshrub","","","","",""
"6109","CALAL11","Castilleja lanata ssp. lanata","USA (AZ, NM, TX)","Dicot","Forb/herb, Subshrub","","","","",""
"6110","CALA69","Castilleja lasiorhyncha","USA (CA)","Dicot","Forb/herb","","","","",""
"6111","CALA26","Castilleja latifolia","USA (CA)","Dicot","Subshrub, Forb/herb","","","","",""
"6112","CALE18","Castilleja lemmonii","USA (CA, NV)","Dicot","Forb/herb","","","","",""
"6113","CALE27","Castilleja levisecta","USA (OR, WA), CAN (BC)","Dicot","Forb/herb","","","","",""
"6114","CALI4","Castilleja linariifolia","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WY)","Dicot","Subshrub, Forb/herb","","","","",""
"6115","CALI20","Castilleja lineariiloba","USA (CA)","Dicot","Forb/herb","","","","",""
"6116","CALI5","Castilleja lineata","USA (AZ, CO, NM)","Dicot","Subshrub, Forb/herb","","","","",""
"6117","CALU14","Castilleja lutescens","USA (ID, MT, OR, WA), CAN (AB, BC)","Dicot","Forb/herb","","","","",""
"6118","CAME21","Castilleja mendocinensis","USA (CA, OR)","Dicot","Subshrub, Forb/herb","","","","",""
"6119","CAME17","Castilleja mexicana","USA (TX)","Dicot","Forb/herb","","","","",""
"6120","CAMI12","Castilleja miniata","USA (AK, AZ, CA, CO, ID, MT, ND, NM, NV, OR, UT, WA, WY), CAN (AB, BC, MB, ON, SK, YT)","Dicot","Subshrub, Forb/herb","","","","",""
"6121","CAMID2","Castilleja miniata ssp. dixonii","USA (AK, OR, WA), CAN (BC)","Dicot","Forb/herb, Subshrub","","","","",""
"6122","CAMIE","Castilleja miniata ssp. elata","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"6123","CAMIM5","Castilleja miniata ssp. miniata","USA (AK, AZ, CA, CO, ID, MT, ND, NM, NV, OR, UT, WA, WY), CAN (AB, BC, MB, ON, SK, YT)","Dicot","Forb/herb, Subshrub","","","","",""
"6124","CAMI13","Castilleja minor","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC)","Dicot","Forb/herb","","","","",""
"6125","CAMIM6","Castilleja minor ssp. minor","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC)","Dicot","Forb/herb","","","","",""
"6126","CAMIS3","Castilleja minor ssp. spiralis","USA (AZ, CA)","Dicot","Forb/herb","","","","",""
"6127","CAMO8","Castilleja mollis","USA (CA)","Dicot","Subshrub, Forb/herb","","","","",""
"6128","CAMO20","Castilleja montigena","USA (CA)","Dicot","Forb/herb","","","","",""
"6129","CANA3","Castilleja nana","USA (CA, NV, UT)","Dicot","Forb/herb","","","","",""
"6130","CANE18","Castilleja nervata","USA (AZ)","Dicot","Forb/herb","","","","",""
"6131","CANI8","Castilleja nivea","USA (MT, WY)","Dicot","Forb/herb","","","","",""
"6132","CAOC4","Castilleja occidentalis","USA (CO, ID, MT, NM, UT), CAN (AB, BC)","Dicot","Subshrub, Forb/herb","","","","",""
"6133","CAOR4","Castilleja oresbia","USA (ID, OR)","Dicot","Forb/herb","","","","",""
"6134","CAOR7","Castilleja organorum","USA (NM)","Dicot","Forb/herb","","","","",""
"6135","CAOR21","Castilleja ornata","USA (NM)","Dicot","Forb/herb","","","","",""
"6136","CAPA25","Castilleja pallescens","USA (ID, MT, NV, OR, WY), CAN (AB)","Dicot","Forb/herb","","","","",""
"6137","CAPAI","Castilleja pallescens var. inverta","USA (ID, NV, OR)","Dicot","Forb/herb","","","","",""
"6138","CAPAP7","Castilleja pallescens var. pallescens","USA (ID, MT, WY), CAN (AB)","Dicot","Forb/herb","","","","",""
"6139","CAPA26","Castilleja parviflora","USA (AK, CA, OR, WA), CAN (AB, BC, YT)","Dicot","Subshrub, Forb/herb","","","","",""
"6140","CAPAA3","Castilleja parviflora var. albida","USA (WA), CAN (BC)","Dicot","Subshrub, Forb/herb","","","","",""
"6141","CAPAO2","Castilleja parviflora var. olympica","USA (WA)","Dicot","Subshrub, Forb/herb","","","","",""
"6142","CAPAO","Castilleja parviflora var. oreopola","USA (OR, WA), CAN (BC)","Dicot","Subshrub, Forb/herb","","","","",""
"6143","CAPAP8","Castilleja parviflora var. parviflora","USA (AK, CA), CAN (AB, BC, YT)","Dicot","Subshrub, Forb/herb","","","","",""
"6144","CAPA46","Castilleja parvula","USA (UT)","Dicot","Forb/herb","","","","",""
"6145","CAPA41","Castilleja patriotica","USA (AZ, NM)","Dicot","Forb/herb","","","","",""
"6146","CAPE19","Castilleja peckiana","USA (NV, OR)","Dicot","Forb/herb","","","","",""
"6147","CAPI3","Castilleja pilosa","USA (CA, ID, MT, NV, OR, WY)","Dicot","Forb/herb","","","","",""
"6148","CAPIL","Castilleja pilosa var. longispica","USA (ID, MT, WY)","Dicot","Forb/herb","","","","",""
"6149","CAPIP","Castilleja pilosa var. pilosa","USA (CA, NV, OR)","Dicot","Forb/herb","","","","",""
"6150","CAPIS","Castilleja pilosa var. steenensis","USA (OR)","Dicot","Forb/herb","","","","",""
"6151","CAPL7","Castilleja plagiotoma","USA (CA)","Dicot","Forb/herb","","","","",""
"6152","CAPO11","Castilleja ×porterae","USA (NV)","Dicot","Forb/herb","","","","",""
"6153","CAPR11","Castilleja praeterita","USA (CA)","Dicot","Forb/herb","","","","",""
"6154","CAPR14","Castilleja pruinosa","USA (CA, OR)","Dicot","Subshrub, Forb/herb","","","","",""
"6155","CAPU19","Castilleja puberula","USA (CO)","Dicot","Forb/herb","","","","",""
"6156","CAPU10","Castilleja pulchella","USA (ID, MT, UT, WY)","Dicot","Forb/herb","","","","",""
"6157","CAPU11","Castilleja purpurea","USA (KS, MO, OK, TX)","Dicot","Subshrub, Forb/herb","","","","",""
"6158","CAPUC","Castilleja purpurea var. citrina","USA (KS, OK, TX)","Dicot","Subshrub, Forb/herb","","","","",""
"6159","CAPUL","Castilleja purpurea var. lindheimeri","USA (TX)","Dicot","Subshrub, Forb/herb","","","","",""
"6160","CAPUP5","Castilleja purpurea var. purpurea","USA (KS, MO, OK, TX)","Dicot","Subshrub, Forb/herb","","","","",""
"6161","CARA7","Castilleja raupii","USA (AK), CAN (AB, BC, MB, NT, NU, ON, QC, SK, YT)","Dicot","Forb/herb","","","","",""
"6162","CARE10","Castilleja revealii","USA (UT)","Dicot","Forb/herb","","","","",""
"6163","CARH4","Castilleja rhexiifolia","USA (CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC)","Dicot","Subshrub, Forb/herb","","","","",""
"6164","CARI12","Castilleja rigida","USA (TX)","Dicot","Forb/herb","","","","",""
"6165","CARU20","Castilleja rubicundula","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"6166","CARUL","Castilleja rubicundula ssp. lithospermoides","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"6167","CARUR2","Castilleja rubicundula ssp. rubicundula","USA (CA)","Dicot","Forb/herb","","","","",""
"6168","CARU8","Castilleja rubida","USA (OR)","Dicot","Forb/herb","","","","",""
"6169","CARU9","Castilleja rupicola","USA (OR, WA), CAN (BC)","Dicot","Subshrub, Forb/herb","","","","",""
"6170","CASA20","Castilleja salsuginosa","USA (NV)","Dicot","Forb/herb","","","","",""
"6171","CASC19","Castilleja scabrida","USA (CO, NM, NV, UT)","Dicot","Forb/herb","","","","",""
"6172","CASCB3","Castilleja scabrida var. barnebyana","USA (NV, UT)","Dicot","Forb/herb","","","","",""
"6173","CASCS4","Castilleja scabrida var. scabrida","USA (CO, NM, UT)","Dicot","Forb/herb","","","","",""
"6174","CASC20","Castilleja schizotricha","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"6175","CASE4","Castilleja septentrionalis","USA (ME, MI, MN, NH, VT), CAN (LB, MB, NB, NF, NT, NU, ON, QC)","Dicot","Forb/herb","","","","",""
"6176","CASE5","Castilleja sessiliflora","USA (AZ, CO, IA, IL, KS, MN, MO, MT, ND, NE, NM, OK, SD, TX, WI, WY), CAN (AB, MB, SK)","Dicot","Subshrub, Forb/herb","Yellow","Yellow-Green","Coarse","Brown","Semi-Erect"
"6177","CASU10","Castilleja subinclusa","USA (CA)","Dicot","Forb/herb","","","","",""
"6178","CASUF2","Castilleja subinclusa ssp. franciscana","USA (CA)","Dicot","Forb/herb","","","","",""
"6179","CASUS7","Castilleja subinclusa ssp. subinclusa","USA (CA)","Dicot","Forb/herb","","","","",""
"6180","CASU11","Castilleja suksdorfii","USA (OR, WA)","Dicot","Forb/herb","","","","",""
"6181","CASU12","Castilleja sulphurea","USA (AZ, CO, ID, MT, NM, SD, UT, WA, WY), CAN (AB, BC)","Dicot","Subshrub, Forb/herb","","","","",""
"6182","CATE14","Castilleja tenuiflora","USA (AZ, NM)","Dicot","Forb/herb","","","","",""
"6183","CATE26","Castilleja tenuis","USA (AK, CA, ID, NV, OR, WA), CAN (BC)","Dicot","Forb/herb","","","","",""
"6184","CATH4","Castilleja thompsonii","USA (OR, WA), CAN (BC)","Dicot","Forb/herb","","","","",""
"6185","CATO2","Castilleja tomentosa","USA (NM)","Dicot","Forb/herb","","","","",""
"6186","CAUN4","Castilleja unalaschcensis","USA (AK), CAN (BC, YT)","Dicot","Forb/herb","","","","",""
"6187","CAVI6","Castilleja victoriae","USA (WA), CAN (BC)","Dicot","Forb/herb","","","","",""
"6188","CAVI9","Castilleja viscidula","USA (ID, NV, OR)","Dicot","Forb/herb","","","","",""
"6189","CAWA4","Castilleja wallowensis","USA (OR)","Dicot","Forb/herb","","","","",""
"6190","CAWO4","Castilleja wootonii","USA (NM, TX)","Dicot","Forb/herb","","","","",""
"6191","CAXA","Castilleja xanthotricha","USA (OR)","Dicot","Forb/herb","","","","",""
"6192","CAYU","Castilleja yukonis","USA (AK), CAN (NT, YT)","Dicot","Forb/herb","","","","",""
"6193","CASUA","Casuarina","USA (FL, HI, UM), USA+ (PR, VI)","Dicot","","","","","",""
"6194","CACU8","Casuarina cunninghamiana","USA (FL), USA+ (PR)","Dicot","Tree","Red","Green","Fine","Brown","Erect"
"6195","CAEQ","Casuarina equisetifolia","USA (FL, HI, UM), USA+ (PR, VI)","Dicot","Tree","Red","Green","Fine","Brown","Erect"
"6196","CAGL11","Casuarina glauca","USA (FL, HI, UM)","Dicot","Tree","Red","Green","Fine","Brown","Erect"
"6197","CATAB","Catabrosa","USA (AK, AZ, CO, IA, ID, MT, ND, NE, NM, NV, OR, SD, UT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, ON, PE, QC, SK), DEN (GL), FRA (SPM)","Monocot","","","","","",""
"6198","CAAQ3","Catabrosa aquatica","USA (AK, AZ, CO, IA, ID, MT, ND, NE, NM, NV, OR, SD, UT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, ON, PE, QC, SK), DEN (GL), FRA (SPM)","Monocot","Graminoid","","","","",""
"6199","CAAQA6","Catabrosa aquatica var. aquatica","USA (AK, AZ, CO, IA, ID, MT, ND, NE, NM, NV, OR, SD, UT, WA, WI, WY)","Monocot","Graminoid","","","","",""
"6200","CATAL","Catalpa","USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV), USA+ (PR, VI), CAN (ON)","Dicot","","","","","",""
