"Accepted Symbol","Synonym Symbol","Scientific Name","State and Province","Category","Growth Habit","Image Gallery","Characteristics Data","Flower Color","Foliage Color","Foliage Texture","Fruit Color","Shape and Orientation"
"ACRUR","","Acer rubrum var. rubrum","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (NB, NF, NS, ON, PE, QC)","Dicot","Tree","","","","","","",""
"ACRUT","","Acer rubrum var. trilobum","USA (AL, AR, CT, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WV), CAN (NB, NS, ON, QC)","Dicot","Tree","","","","","","",""
"ACSA2","","Acer saccharinum","USA (AL, AR, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV), CAN (NB, ON, QC, SK)","Dicot","Tree","Photo","Yes","Yellow","Green","Medium","Brown","Rounded"
"ACSA3","","Acer saccharum","USA (AL, AR, CT, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV), CAN (NB, NS, ON, PE, QC)","Dicot","Tree, Shrub","Photo","Yes","Green","Green","Coarse","Brown","Erect"
"ACSAS","","Acer saccharum var. saccharum","USA (AL, AR, CT, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV), CAN (NB, NS, ON, PE, QC)","Dicot","Tree","","","","","","",""
"ACSAS2","","Acer saccharum var. schneckii","USA (AL, AR, GA, IL, IN, KY, MO, OH, TN)","Dicot","Tree, Shrub","","","","","","",""
"ACSP2","","Acer spicatum","USA (AL, CT, GA, IA, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WI, WV), CAN (LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA (SPM)","Dicot","Tree, Shrub","Photo","Yes","Yellow","Green","Coarse","Brown","Erect"
"ACTA80","","Acer tataricum","USA (MA, MN, OH, RI)","Dicot","Tree, Shrub","Photo","","","","","",""
"ACHIL","","Achillea","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Dicot","","Photo","","","","","",""
"ACAG3","","Achillea ageratum","USA (CT, NY)","Dicot","Forb/herb","","","","","","",""
"ACDI6","","Achillea distans","USA (MA, NY), CAN (QC)","Dicot","Forb/herb","","","","","","",""
"ACFI","","Achillea filipendulina","USA (CA, MI, NY, UT, VT), CAN (ON)","Dicot","Forb/herb","Photo","","","","","",""
"ACLI2","","Achillea ligustica","USA (MA, MI, NY, VT)","Dicot","Forb/herb","","","","","","",""
"ACMI2","","Achillea millefolium","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Dicot","Forb/herb","Photo","Yes","White","Green","Fine","Brown","Erect"
"ACMIA","","Achillea millefolium var. alpicola","USA (AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)","Dicot","Forb/herb","","","","","","",""
"ACMIA2","","Achillea millefolium var. arenicola","USA (CA)","Dicot","Forb/herb","","","","","","",""
"ACMIB","","Achillea millefolium var. borealis","USA (AK, MA, ME, MI, NH, WA), CAN (AB, BC, LB, MB, NF, NS, NT, NU, ON, QC, SK, YT), DEN (GL), FRA (SPM)","Dicot","Forb/herb","","","","","","",""
"ACMIC","","Achillea millefolium var. californica","USA (CA, ID, OR, WA)","Dicot","Forb/herb","","","","","","",""
"ACMIG","","Achillea millefolium var. gigantea","USA (CA)","Dicot","Forb/herb","","","","","","",""
"ACMIL2","","Achillea millefolium var. litoralis","USA (OR)","Dicot","Forb/herb","","","","","","",""
"ACMIM2","","Achillea millefolium var. millefolium","USA (CA, FL, HI, ID, IL, KS, KY, MA, ME, MI, MN, MO, NJ, NY, OH, OR, PA, RI, VT, WA, WI), CAN (AB, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA (SPM)","Dicot","Forb/herb","","","","","","",""
"ACMIN","","Achillea millefolium var. nigrescens","USA (AK, ME, MI, NH, NY), CAN (AB, LB, MB, NF, NT, ON, QC), DEN (GL), FRA (SPM)","Dicot","Forb/herb","","","","","","",""
"ACMIO","","Achillea millefolium var. occidentalis","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Dicot","Forb/herb","Photo","Yes","White","Green","Fine","Brown","Erect"
"ACMIP","","Achillea millefolium var. pacifica","USA (AK, CA, ID, OR, WA)","Dicot","Forb/herb","","","","","","",""
"ACMIP2","","Achillea millefolium var. puberula","USA (CA)","Dicot","Forb/herb","","","","","","",""
"ACNO","","Achillea nobilis","USA (MN, MT, NY)","Dicot","Forb/herb","","","","","","",""
"ACPT","","Achillea ptarmica","USA (AK, CT, ID, IN, MA, ME, MI, MN, MT, NH, NJ, NY, OH, PA, RI, VT, WA, WI, WV), CAN (AB, LB, MB, NB, NF, NS, ON, PE, QC), DEN (GL), FRA (SPM)","Dicot","Forb/herb","","","","","","",""
"ACSI","","Achillea sibirica","USA (AK, MN, MT, ND)","Dicot","Forb/herb","","","","","","",""
"ACHLY","","Achlys","USA (CA, OR, WA), CAN (BC)","Dicot","","","","","","","",""
"ACCA6","","Achlys californica","USA (CA, OR, WA), CAN (BC)","Dicot","Forb/herb","","","","","","",""
"ACTR","","Achlys triphylla","USA (CA, OR, WA), CAN (BC)","Dicot","Forb/herb","Photo","","","","","",""
"ACHNA","","Achnatherum","USA (AK, AR, AZ, CA, CO, ID, KS, MN, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY), CAN (AB, BC, MB, SK, YT)","Monocot","","","","","","","",""
"ACAR14","","Achnatherum aridum","USA (AZ, CA, CO, NM, NV, TX, UT)","Monocot","Graminoid","","","","","","",""
"ACBL","","Achnatherum ×bloomeri","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)","Monocot","Graminoid","","","","","","",""
"ACBR5","","Achnatherum brachychaetum","USA (CA, OR)","Monocot","Graminoid","","","","","","",""
"ACCA34","","Achnatherum capense","USA (CA)","Monocot","Graminoid","","","","","","",""
"ACCA31","","Achnatherum caudatum","USA (OR)","Monocot","Graminoid","","","","","","",""
"ACCL7","","Achnatherum clandestinum","USA (TX)","Monocot","Graminoid","","","","","","",""
"ACCO22","","Achnatherum contractum","USA (CO, MT, WY)","Monocot","Graminoid","","","","","","",""
"ACCO21","","Achnatherum coronatum","USA (CA)","Monocot","Graminoid","","","","","","",""
"ACCU6","","Achnatherum curvifolium","USA (NM, TX)","Monocot","Graminoid","","","","","","",""
"ACDI10","","Achnatherum diegoense","USA (CA)","Monocot","Graminoid","","","","","","",""
"ACEM4","","Achnatherum eminens","USA (AZ, NM, TX)","Monocot","Graminoid","","","","","","",""
"ACHE10","","Achnatherum hendersonii","USA (ID, OR, WA)","Monocot","Graminoid","","","","","","",""
"ACHY","","Achnatherum hymenoides","USA (AR, AZ, CA, CO, ID, KS, MN, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY), CAN (AB, BC, MB, SK, YT)","Monocot","Graminoid","Photo","Yes","Yellow","Green","Medium","Brown","Erect"
"ACLA8","","Achnatherum latiglume","USA (CA)","Monocot","Graminoid","","","","","","",""
"ACLE8","","Achnatherum lemmonii","USA (AZ, CA, ID, MT, NV, OR, UT, WA), CAN (BC)","Monocot","Graminoid","","","","","","",""
"ACLEL","","Achnatherum lemmonii var. lemmonii","USA (AZ, CA, ID, MT, NV, OR, UT, WA)","Monocot","Graminoid","","Yes","Yellow","Green","Medium","Brown","Semi-Erect"
"ACLEP","","Achnatherum lemmonii var. pubescens","USA (CA)","Monocot","Graminoid","","","","","","",""
"ACLE9","","Achnatherum lettermanii","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WY)","Monocot","Graminoid","","Yes","Yellow","Green","Medium","Brown","Semi-Erect"
"ACLO7","","Achnatherum lobatum","USA (AZ, NM, TX)","Monocot","Graminoid","","","","","","",""
"ACNE9","","Achnatherum nelsonii","USA (AZ, CA, CO, ID, MT, NM, NV, OR, SD, TX, UT, WA, WY), CAN (AB, BC, SK, YT)","Monocot","Graminoid","","","","","","",""
"ACNED","","Achnatherum nelsonii ssp. dorei","USA (AZ, CA, CO, ID, MT, NM, NV, OR, SD, TX, UT, WA, WY), CAN (AB, BC, SK, YT)","Monocot","Graminoid","","Yes","Yellow","Green","Fine","Brown","Erect"
"ACNEN2","","Achnatherum nelsonii ssp. nelsonii","USA (AZ, CO, ID, MT, NM, NV, UT, WY), CAN (SK)","Monocot","Graminoid","Photo","","","","","",""
"ACNE10","","Achnatherum nevadense","USA (CA, CO, ID, NV, OR, UT, WY)","Monocot","Graminoid","","","","","","",""
"ACOC3","","Achnatherum occidentale","USA (AZ, CA, CO, ID, MT, NV, OR, UT, WA, WY), CAN (AB, BC)","Monocot","Graminoid","","","","","","",""
"ACOCC","","Achnatherum occidentale ssp. californicum","USA (CA, ID, NV, OR, WA), CAN (AB)","Monocot","Graminoid","","","","","","",""
"ACOCO","","Achnatherum occidentale ssp. occidentale","USA (CA)","Monocot","Graminoid","","Yes","Yellow","Green","Fine","Brown","Erect"
"ACOCP","","Achnatherum occidentale ssp. pubescens","USA (AZ, CA, CO, ID, MT, NV, OR, UT, WA, WY), CAN (AB, BC)","Monocot","Graminoid","","","","","","",""
"ACPA13","","Achnatherum parishii","USA (AZ, CA, NV, UT)","Monocot","Graminoid","Photo","","","","","",""
"ACPAD","","Achnatherum parishii var. depauperatum","USA (NV, UT)","Monocot","Graminoid","","","","","","",""
"ACPAP","","Achnatherum parishii var. parishii","USA (AZ, CA, NV, UT)","Monocot","Graminoid","","","","","","",""
"ACPE13","","Achnatherum perplexum","USA (AZ, NM, TX, UT)","Monocot","Graminoid","","","","","","",""
"ACPI2","","Achnatherum pinetorum","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WY)","Monocot","Graminoid","","","","","","",""
"ACRI8","","Achnatherum richardsonii","USA (AK, CO, ID, MT, SD, WA, WY), CAN (AB, BC, MB, SK, YT)","Monocot","Graminoid","","","","","","",""
"ACRO7","","Achnatherum robustum","USA (AZ, CO, KS, NE, NM, SD, TX, WY)","Monocot","Graminoid","","","","","","",""
"ACSC11","","Achnatherum scribneri","USA (CO, NM, OK, TX, WY)","Monocot","Graminoid","","","","","","",""
"ACSP12","","Achnatherum speciosum","USA (AZ, CA, CO, NM, NV, OR, UT)","Monocot","Graminoid","Photo","Yes","Yellow","Green","Medium","Brown","Erect"
"ACST7","","Achnatherum stillmanii","USA (CA)","Monocot","Graminoid","","","","","","",""
"ACSW3","","Achnatherum swallenii","USA (ID, WY)","Monocot","Graminoid","","","","","","",""
"ACTH7","","Achnatherum thurberianum","USA (CA, CO, ID, MT, NV, OR, UT, WA, WY)","Monocot","Graminoid","Photo","Yes","Yellow","Gray-Green","Fine","Brown","Erect"
"ACWA","","Achnatherum wallowaense","USA (OR)","Monocot","Graminoid","","","","","","",""
"ACWE3","","Achnatherum webberi","USA (CA, CO, ID, NV, OR, SD, UT)","Monocot","Graminoid","","","","","","",""
"ACHNE","","×Achnella","USA (MT, ND, NE), CAN (AB, BC, MB, NT, SK, YT)","Monocot","","","","","","","",""
"ACCA32","","×Achnella caduca","USA (MT, ND, NE), CAN (AB, BC, MB, NT, SK, YT)","Monocot","Graminoid","","","","","","",""
"ACHYR","","Achyrachaena","USA (CA, OR)","Dicot","","","","","","","",""
"ACMO2","","Achyrachaena mollis","USA (CA, OR)","Dicot","Forb/herb","","","","","","",""
"ACHYR2","","Achyranthes","USA (, AL, FL, HI, IN, KY, LA, MD, OH, TX, UM, WV), USA+ (PR, VI)","Dicot","","","","","","","",""
"ACAS","","Achyranthes aspera","USA (, AL, FL, HI, LA, MD, TX), USA+ (PR, VI)","Dicot","Subshrub, Forb/herb","","","","","","",""
"ACASA","","Achyranthes aspera var. aspera","USA (AL, FL, HI, LA), USA+ (PR, VI)","Dicot","Subshrub, Forb/herb","","","","","","",""
"ACASP","","Achyranthes aspera var. pubescens","USA (FL, HI, MD, TX), USA+ (PR)","Dicot","Subshrub, Forb/herb","","","","","","",""
"ACJA","","Achyranthes japonica","USA (IN, KY, OH, WV)","Dicot","Forb/herb","","","","","","",""
"ACJAH","","Achyranthes japonica var. hachijoensis","USA (KY, OH, WV)","Dicot","Forb/herb","","","","","","",""
"ACMU2","","Achyranthes mutica","USA (HI)","Dicot","Shrub","","","","","","",""
"ACSP3","","Achyranthes splendens","USA (HI, UM)","Dicot","Shrub","","","","","","",""
"ACSPA2","","Achyranthes splendens var. atollensis","USA (HI, UM)","Dicot","Shrub","","","","","","",""
"ACSPR2","","Achyranthes splendens var. rotundata","USA (HI)","Dicot","Shrub","","","","","","",""
"ACSPS","","Achyranthes splendens var. splendens","USA (HI)","Dicot","Shrub","","","","","","",""
"ACHYR3","","Achyronychia","USA (AZ, CA, NV, UT)","Dicot","","","","","","","",""
"ACCO3","","Achyronychia cooperi","USA (AZ, CA, NV, UT)","Dicot","Forb/herb","","","","","","",""
"ACICA","","Acicarpha","USA (AL, FL, NC, NJ, PA, SC)","Dicot","","","","","","","",""
"ACTR2","","Acicarpha tribuloides","USA (AL, FL, NC, NJ, PA, SC)","Dicot","Forb/herb","","","","","","",""
"ACINO","","Acinos","USA (CT, ID, KY, MA, MD, ME, MI, MO, MT, NJ, NY, OH, PA, VA, VT, WA, WI, WV, WY), CAN (BC, ON, PE, QC)","Dicot","","","","","","","",""
"ACAR2","","Acinos arvensis","USA (CT, ID, KY, MA, MD, ME, MI, MO, MT, NJ, NY, OH, PA, VA, VT, WA, WI, WV, WY), CAN (BC, ON, PE, QC)","Dicot","Forb/herb","","","","","","",""
"ACLEI","","Acleisanthes","USA (AZ, CA, NM, TX)","Dicot","","","","","","","",""
"ACAC","","Acleisanthes acutifolia","USA (TX)","Dicot","Subshrub, Forb/herb","","","","","","",""
"ACAN2","","Acleisanthes anisophylla","USA (TX)","Dicot","Subshrub, Forb/herb","","","","","","",""
"ACCR","","Acleisanthes crassifolia","USA (TX)","Dicot","Subshrub, Forb/herb","","","","","","",""
"ACLO2","","Acleisanthes longiflora","USA (AZ, CA, NM, TX)","Dicot","Subshrub, Forb/herb","Photo","","","","","",""
"ACOB2","","Acleisanthes obtusa","USA (TX)","Dicot","Vine, Forb/herb","","","","","","",""
"ACWR3","","Acleisanthes wrightii","USA (TX)","Dicot","Subshrub, Forb/herb","","","","","","",""
"ACMEL","","Acmella","USA (AL, AR, FL, GA, LA, MO, MS, NC, NJ, OK, SC, TN, TX), USA+ (PR)","Dicot","","","","","","","",""
"ACDE5","","Acmella decumbens","USA (NJ)","Dicot","Forb/herb","","","","","","",""
"ACOP","","Acmella oppositifolia","USA (AL, AR, FL, GA, LA, MO, MS, NC, OK, SC, TN, TX)","Dicot","Forb/herb","Photo","","","","","",""
"ACOPR","","Acmella oppositifolia var. repens","USA (AL, AR, FL, GA, LA, MO, MS, NC, OK, SC, TN, TX)","Dicot","Forb/herb","Photo","Yes","Green","Green","Fine","Black","Prostrate"
"ACPI4","","Acmella pilosa","USA (FL)","Dicot","Forb/herb","","","","","","",""
"ACPU","","Acmella pusilla","USA (FL, GA, NC, SC), USA+ (PR)","Dicot","Forb/herb","","","","","","",""
"ACOEL","","Acoelorraphe","USA (FL)","Monocot","","","","","","","",""
"ACWR4","","Acoelorraphe wrightii","USA (FL)","Monocot","Tree, Shrub","Photo","","","","","",""
"ACONI","","Aconitum","USA (AK, AL, AZ, CA, CO, CT, DC, GA, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, NC, NH, NM, NV, NY, OH, OR, PA, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, NB, NF, NS, NT, ON, QC, YT)","Dicot","","Photo","","","","","",""
"ACCO4","","Aconitum columbianum","USA (AZ, CA, CO, IA, ID, MT, NM, NV, OR, SD, UT, WA, WY), CAN (BC)","Dicot","Forb/herb","Photo","Yes","Blue","Green","Medium","Black","Erect"
"ACCOC3","","Aconitum columbianum ssp. columbianum","USA (AZ, CA, CO, IA, ID, MT, NM, NV, OR, SD, UT, WA, WY), CAN (BC)","Dicot","Forb/herb","Photo","","","","","",""
"ACCOV2","","Aconitum columbianum ssp. viviparum","USA (CA, OR)","Dicot","Forb/herb","","","","","","",""
"ACDE2","","Aconitum delphiniifolium","USA (AK), CAN (AB, BC, NT, YT)","Dicot","Forb/herb","","","","","","",""
"ACDEC","","Aconitum delphiniifolium ssp. chamissonianum","USA (AK)","Dicot","Forb/herb","","","","","","",""
"ACDED3","","Aconitum delphiniifolium ssp. delphiniifolium","USA (AK), CAN (AB, BC, NT, YT)","Dicot","Forb/herb","Photo","","","","","",""
"ACDEP","","Aconitum delphiniifolium ssp. paradoxum","USA (AK), CAN (YT)","Dicot","Forb/herb","","","","","","",""
"ACIN2","","Aconitum infectum","USA (AZ)","Dicot","Forb/herb","","","","","","",""
"ACMA4","","Aconitum maximum","USA (AK)","Dicot","Forb/herb","","","","","","",""
"ACNA","","Aconitum napellus","USA (CT, MA, ME, MI, MN, NH, NY, PA, VT, WI), CAN (ON, QC)","Dicot","Forb/herb","Photo","","","","","",""
"ACNO2","","Aconitum noveboracense","USA (IA, NY, OH, WI)","Dicot","Forb/herb","Photo","","","","","",""
"ACRE","","Aconitum reclinatum","USA (NC, PA, TN, VA, WV)","Dicot","Forb/herb","Photo","","","","","",""
"ACUN","","Aconitum uncinatum","USA (AL, DC, GA, IL, IN, KY, MD, MO, NC, NH, OH, PA, SC, TN, VA, WV)","Dicot","Forb/herb","Photo","","","","","",""
"ACUNM","","Aconitum uncinatum ssp. muticum","USA (GA, MD, NC, PA, SC, TN, VA, WV)","Dicot","Forb/herb","","","","","","",""
"ACUNU","","Aconitum uncinatum ssp. uncinatum","USA (AL, DC, GA, IL, IN, KY, MD, MO, NC, NH, OH, SC, TN, VA, WV)","Dicot","Forb/herb","","","","","","",""
"ACORU","","Acorus","USA (AK, AL, AR, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK)","Monocot","","","","","","","",""
"ACAM","","Acorus americanus","USA (AK, CT, DC, DE, IA, ID, IL, IN, MA, ME, MI, MN, MT, ND, NE, NH, NJ, NY, OH, PA, RI, SD, VA, VT, WA, WI), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK)","Monocot","Forb/herb","Photo","Yes","Yellow","Green","Medium","Green","Erect"
"ACCA4","","Acorus calamus","USA (AL, AR, CA, CO, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV), CAN (MB, NB, NS, ON, PE, QC)","Monocot","Forb/herb","Photo","Yes","Yellow","Green","Coarse","Brown","Semi-Erect"
"ACOUR","","Acourtia","USA (AZ, CA, NM, NV, TX, UT)","Dicot","","","","","","","",""
"ACMI3","","Acourtia microcephala","USA (CA)","Dicot","Subshrub, Forb/herb","","","","","","",""
"ACNA2","","Acourtia nana","USA (AZ, NM, TX)","Dicot","Forb/herb","Photo","","","","","",""
"ACRU3","","Acourtia runcinata","USA (TX)","Dicot","Forb/herb","Photo","","","","","",""
"ACTH","","Acourtia thurberi","USA (AZ, NM)","Dicot","Forb/herb","","","","","","",""
"ACWR5","","Acourtia wrightii","USA (AZ, NM, NV, TX, UT)","Dicot","Forb/herb","Photo","","","","","",""
"ACRAC","","Acrachne","USA (CA)","Monocot","","","","","","","",""
"ACRA6","","Acrachne racemosa","USA (CA)","Monocot","Graminoid","Photo","","","","","",""
"ACROC","","Acrocomia","USA (FL), USA+ (PR, VI)","Monocot","","","","","","","",""
"ACTO5","","Acrocomia totai","USA (FL)","Monocot","Tree","","","","","","",""
"ACROP","","Acroptilon","USA (AR, AZ, CA, CO, IA, ID, IL, IN, KS, KY, MI, MN, MO, MT, ND, NE, NM, NV, OH, OK, OR, SD, TX, UT, WA, WI, WY), CAN (AB, BC, MB, ON, SK)","Dicot","","","","","","","",""
"ACRE3","","Acroptilon repens","USA (AR, AZ, CA, CO, IA, ID, IL, IN, KS, KY, MI, MN, MO, MT, ND, NE, NM, NV, OH, OK, OR, SD, TX, UT, WA, WI, WY), CAN (AB, BC, MB, ON, SK)","Dicot","Forb/herb","Photo","","","","","",""
"ACROS","","Acrostichum","USA (FL, HI), USA+ (PR, VI)","Fern","","","","","","","",""
"ACAU3","","Acrostichum aureum","USA (FL, HI), USA+ (PR, VI)","Fern","Forb/herb","Photo","","","","","",""
"ACDA","","Acrostichum danaeifolium","USA (FL), USA+ (PR, VI)","Fern","Forb/herb","","","","","","",""
"ACTAE","","Actaea","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT)","Dicot","","","","","","","",""
"ACAR18","","Actaea arizonica","USA (AZ)","Dicot","Forb/herb","","","","","","",""
"ACEL4","","Actaea elata","USA (OR, WA), CAN (BC)","Dicot","Forb/herb","","","","","","",""
"ACLA12","","Actaea laciniata","USA (OR, WA)","Dicot","Forb/herb","","","","","","",""
"ACLU","","Actaea ×ludovici","USA (NJ, NY), CAN (ON, QC)","Dicot","Forb/herb","","","","","","",""
"ACPA","","Actaea pachypoda","USA (AL, AR, CT, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV), CAN (NB, NS, ON, PE, QC)","Dicot","Forb/herb","Photo","","","","","",""
"ACPO11","","Actaea podocarpa","USA (GA, IL, KY, MD, NC, PA, SC, TN, VA, WV)","Dicot","Forb/herb","","","","","","",""
"ACRA7","","Actaea racemosa","USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MO, MS, NC, NJ, NY, OH, PA, SC, TN, VA, WV), CAN (ON, QC)","Dicot","Forb/herb","","","","","","",""
"ACRAD","","Actaea racemosa var. dissecta","USA (DE)","Dicot","Forb/herb","","","","","","",""
"ACRAR","","Actaea racemosa var. racemosa","USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MO, MS, NC, NJ, NY, OH, PA, SC, TN, VA, WV), CAN (ON, QC)","Dicot","Forb/herb","","","","","","",""
"ACRU14","","Actaea rubifolia","USA (AL, IL, IN, KY, PA, TN, VA)","Dicot","Forb/herb","","","","","","",""
"ACRU2","","Actaea rubra","USA (AK, AZ, CA, CO, CT, IA, ID, IL, IN, KS, MA, ME, MI, MN, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, UT, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT)","Dicot","Forb/herb","Photo","","","","","",""
"ACRUA8","","Actaea rubra ssp. arguta","USA (AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC, SK, YT)","Dicot","Forb/herb","Photo","","","","","",""
"ACRUR2","","Actaea rubra ssp. rubra","USA (AK, CT, IA, IL, IN, KS, MA, ME, MI, MN, MT, ND, NE, NH, NJ, NY, OH, PA, RI, SD, VT, WI), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT)","Dicot","Forb/herb","","","","","","",""
"ACSP10","","Actaea spicata","USA (NJ)","Dicot","Forb/herb","","","","","","",""
"ACTIN3","","Actinidia","USA (AR, MA, ME, NJ, NY, OH)","Dicot","","","","","","","",""
"ACAR10","","Actinidia arguta","USA (MA, ME, NJ, NY, OH)","Dicot","Vine","","","","","","",""
"ACCH5","","Actinidia chinensis","USA (AR)","Dicot","Vine, Shrub","Photo","","","","","",""
"ACCHD","","Actinidia chinensis var. deliciosa","USA (AR)","Dicot","Vine","","","","","","",""
