plant_id,name,pattern,color_flower,color_foliage,texture_foliage,color_fruit,shape,url
ACUN,Aconitum uncinatum,Dicot,,,,,,NULL
ACUNM,Aconitum uncinatum ssp. muticum,Dicot,,,,,,NULL
ACUNU,Aconitum uncinatum ssp. uncinatum,Dicot,,,,,,NULL
ACVE2,Acacia verticillata,Dicot,,,,,,http://plants.usda.gov/gallery/standard/acve2_001_shp.jpg
ACVI,Acalypha virginica,Dicot,Red,Green,Coarse,Red,Erect,NULL
ACWA,Achnatherum wallowaense,Monocot,,,,,,NULL
ACWE3,Achnatherum webberi,Monocot,,,,,,NULL
ACWR3,Acleisanthes wrightii,Dicot,,,,,,NULL
ACWR4,Acoelorraphe wrightii,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/acwr4_001_pvp.jpg
ACWR5,Acourtia wrightii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/acwr5_001_shp.jpg
ADAB,Adenophorus abietinus,Fern,,,,,,NULL
ADAB2,Adenophorus í„abbottiae,Fern,,,,,,NULL
ADAE,Adonis aestivalis,Dicot,,,,,,NULL
ADAL,Adiantum aleuticum,Fern,,,,,,http://plants.usda.gov/gallery/standard/adal_001_shp.jpg
ADAN,Adonis annua,Dicot,,,,,,NULL
ADAN2,Adiantum anceps,Fern,,,,,,NULL
ADBI,Adenocaulon bicolor,Dicot,,,,,,NULL
ADCA,Adiantum capillus-veneris,Fern,White,Green,Fine,Brown,Erect,NULL
ADCA2,Adolphia californica,Dicot,,,,,,NULL
ADCA3,Adiantum caudatum,Fern,,,,,,NULL
ADCA5,Adenophorus í„carsonii,Fern,,,,,,NULL
ADCO2,Adenophyllum cooperi,Dicot,,,,,,NULL
ADELI,Adelia,Dicot,,,,,,NULL
ADENA,Adenanthera,Dicot,,,,,,NULL
ADENO,Adenocaulon,Dicot,,,,,,NULL
ADENO2,Adenostoma,Dicot,,,,,,NULL
ADENO3,Adenophorus,Fern,,,,,,NULL
ADENO4,Adenostemma,Dicot,,,,,,NULL
ADENO5,Adenophyllum,Dicot,,,,,,NULL
ADEP,Adenophorus epigaeus,Fern,,,,,,NULL
ADFA,Adenostoma fasciculatum,Dicot,White,Dark Green,Medium,Brown,Semi-Erect,http://plants.usda.gov/gallery/pubs/adfa_001_pvp.jpg
ADFAF,Adenostoma fasciculatum var. fasciculatum,Dicot,,,,,,http://plants.usda.gov/gallery/standard/adfaf_001_shp.jpg
ADFAO,Adenostoma fasciculatum var. obtusifolium,Dicot,,,,,,NULL
ADFU,Adlumia fungosa,Dicot,,,,,,NULL
ADHA,Adenophorus haalilioanus,Fern,,,,,,NULL
ADHI,Adiantum hispidulum,Fern,,,,,,http://plants.usda.gov/gallery/standard/adhi_001_shp.jpg
ADHY,Adenophorus hymenophylloides,Fern,,,,,,NULL
ADIAN,Adiantum,Fern,,,,,,http://plants.usda.gov/gallery/pubs/adian_001_pvp.jpg
ADIN,Adolphia infesta,Dicot,,,,,,NULL
ADJO,Adiantum jordanii,Fern,,,,,,http://plants.usda.gov/gallery/standard/adjo_001_shp.jpg
ADLA2,Adenostemma lavenia,Dicot,,,,,,NULL
ADLUM,Adlumia,Dicot,,,,,,NULL
ADME,Adiantum melanoleucum,Fern,,,,,,NULL
ADMO,Adoxa moschatellina,Dicot,,,,,,NULL
ADMO3,Adenophorus montanus,Fern,,,,,,NULL
ADOA,Adenophorus oahuensis,Fern,,,,,,NULL
ADOLP,Adolphia,Dicot,,,,,,NULL
ADONI,Adonis,Dicot,,,,,,NULL
ADOXA,Adoxa,Dicot,,,,,,NULL
ADPA,Adenanthera pavonina,Dicot,,,,,,http://plants.usda.gov/gallery/standard/adpa_001_shp.jpg
ADPE,Adiantum pedatum,Fern,Brown,Dark Green,Fine,Brown,Semi-Erect,NULL
ADPE2,Adenophorus periens,Fern,,,,,,NULL
ADPI,Adenophorus pinnatifidus,Fern,,,,,,NULL
ADPO,Adenophyllum porophylloides,Dicot,,,,,,http://plants.usda.gov/gallery/standard/adpo_001_shp.jpg
ADPO2,Adenophyllum porophyllum,Dicot,,,,,,NULL
ADRA,Adiantum raddianum,Fern,,,,,,NULL
ADSP,Adenostoma sparsifolium,Dicot,,,,,,http://plants.usda.gov/gallery/standard/adsp_001_shp.jpg
ADTA,Adenophorus tamariscinus,Fern,,,,,,NULL
ADTE,Adiantum tenerum,Fern,,,,,,NULL
ADTR,Adiantum tricholepis,Fern,,,,,,NULL
ADTR2,Adenophorus tripinnatifidus,Fern,,,,,,NULL
ADTR3,Adiantum í„tracyi,Fern,,,,,,NULL
ADTR4,Adiantum trapeziforme,Fern,,,,,,NULL
ADVA,Adelia vaseyi,Dicot,,,,,,NULL
ADVE,Adonis vernalis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/adve_001_shp.jpg
ADVI,Adiantum villosum,Fern,,,,,,NULL
ADVI3,Adiantum viridimontanum,Fern,,,,,,NULL
ADWR,Adenophyllum wrightii,Dicot,,,,,,NULL
AEAM,Aeschynomene americana,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/aeam_001_pvp.jpg
AEAR4,Aeonium arboreum,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/aear4_001_pvp.jpg
AEAR5,Aesculus í„arnoldiana,Dicot,,,,,,NULL
AEBU,Aesculus í„bushii,Dicot,,,,,,NULL
AECA,Aesculus californica,Dicot,White,Red,Coarse,Brown,Erect,http://plants.usda.gov/gallery/standard/aeca_001_shp.jpg
AECA2,Aesculus í„carnea,Dicot,,,,,,NULL
AECE,Aegopogon cenchroides,Monocot,,,,,,http://plants.usda.gov/gallery/standard/aece_001_shp.jpg
AECR,Aegilops crassa,Monocot,,,,,,http://plants.usda.gov/gallery/standard/aecr_001_shp.jpg
AECY,Aegilops cylindrica,Monocot,,,,,,NULL
AECY2,Aethusa cynapium,Dicot,,,,,,NULL
AEEL,Aegiphila elata,Dicot,,,,,,NULL
AEEV,Aeschynomene evenia,Dicot,,,,,,NULL
AEFL,Aesculus flava,Dicot,Yellow,Green,Coarse,Brown,Erect,http://plants.usda.gov/gallery/pubs/aefl_001_pvp.jpg
AEGE,Aegilops geniculata,Monocot,,,,,,http://plants.usda.gov/gallery/standard/aege_001_shp.jpg
AEGIL,Aegilops,Monocot,,,,,,http://plants.usda.gov/gallery/standard/aegil_001_shp.jpg
AEGIP,Aegiphila,Dicot,,,,,,NULL
AEGL,Aesculus glabra,Dicot,Green,Green,Coarse,Brown,Erect,NULL
AEGLA,Aesculus glabra var. arguta,Dicot,,,,,,NULL
AEGLG,Aesculus glabra var. glabra,Dicot,,,,,,NULL
AEGOP,Aegopodium,Dicot,,,,,,NULL
AEGOP2,Aegopogon,Monocot,,,,,,NULL
AEHA2,Aeonium haworthii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aeha2_001_shp.jpg
AEHI,Aesculus hippocastanum,Dicot,,,,,,NULL
AEHI2,Aeschynomene histrix,Dicot,,,,,,NULL
AEHII,Aeschynomene histrix var. incana,Dicot,,,,,,NULL
AEHY,Aesculus í„hybrida,Dicot,,,,,,NULL
AEIN,Aeschynomene indica,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aein_001_shp.jpg
AELI2,Aeluropus littoralis,Monocot,,,,,,NULL
AELUR,Aeluropus,Monocot,,,,,,NULL
AEMA2,Aesculus í„marylandica,Dicot,,,,,,NULL
AEMU,Aesculus í„mutabilis,Dicot,,,,,,NULL
AENE,Aesculus í„neglecta,Dicot,,,,,,NULL
AENE2,Aegilops neglecta,Monocot,,,,,,NULL
AEONI,Aeonium,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aeoni_001_shp.jpg
AEPA,Aesculus pavia,Dicot,Red,Yellow-Green,Coarse,Brown,Erect,NULL
AEPA2,Aesculus parviflora,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aepa2_001_shp.jpg
AEPA3,Aeschynomene paniculata,Dicot,,,,,,NULL
AEPAF,Aesculus pavia var. flavescens,Dicot,,,,,,NULL
AEPAP,Aesculus pavia var. pavia,Dicot,,,,,,NULL
AEPO,Aegopodium podagraria,Dicot,,,,,,NULL
AEPR,Aeschynomene pratensis,Dicot,,,,,,NULL
AERU,Aeschynomene rudis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aeru_001_shp.jpg
AERVA,Aerva,Dicot,,,,,,NULL
AESCH,Aeschynomene,Dicot,,,,,,NULL
AESCU,Aesculus,Dicot,,,,,,NULL
AESE,Aerva sericea,Dicot,,,,,,NULL
AESY,Aesculus sylvatica,Dicot,Yellow,Green,Coarse,Brown,Erect,NULL
AETA2,Aegilops tauschii,Monocot,,,,,,NULL
AETE,Aegopogon tenellus,Monocot,,,,,,NULL
AETHU,Aethusa,Dicot,,,,,,NULL
AETR,Aegilops triuncialis,Monocot,,,,,,NULL
AEVI,Aeschynomene viscidula,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aevi_001_shp.jpg
AEVI2,Aeschynomene villosa,Dicot,,,,,,NULL
AEVI3,Aeschynomene virginica,Dicot,,,,,,NULL
AEWO,Aesculus í„worlitzensis,Dicot,,,,,,NULL
AGAC,Agalinis acuta,Dicot,,,,,,NULL
AGAD2,Ageratina adenophora,Dicot,,,,,,NULL
AGAE,Agrostis aequivalvis,Monocot,,,,,,NULL
AGAJ,Agave í„ajoensis,Monocot,,,,,,NULL
AGAL5,Ageratina altissima,Dicot,,,,,,NULL
AGALA,Ageratina altissima var. altissima,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/agala_001_pvp.jpg
AGALA2,Ageratina altissima var. angustata,Dicot,,,,,,NULL
AGALI,Agalinis,Dicot,,,,,,NULL
AGALR,Ageratina altissima var. roanensis,Dicot,,,,,,NULL
AGAM,Agave americana,Monocot,Yellow,Green,Coarse,Brown,Semi-Erect,NULL
AGAMA,Agave americana ssp. americana,Monocot,,,,,,NULL
AGAMA2,Agave americana ssp. americana var. americana,Monocot,,,,,,NULL
AGAME,Agave americana ssp. americana var. expansa,Monocot,,,,,,NULL
AGAMP,Agave americana ssp. protamericana,Monocot,,,,,,NULL
AGAP2,Agoseris apargioides,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/agap2_001_pvp.jpg
AGAP3,Agalinis aphylla,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/agap3_001_pvp.jpg
AGAPA,Agoseris apargioides var. apargioides,Dicot,,,,,,NULL
AGAPA2,Agapanthus,Monocot,,,,,,http://plants.usda.gov/gallery/standard/agapa2_001_shp.jpg
AGAPE,Agoseris apargioides var. eastwoodiae,Dicot,,,,,,http://plants.usda.gov/gallery/standard/agape_001_shp.jpg
AGAPM,Agoseris apargioides var. maritima,Dicot,,,,,,NULL
AGAR4,Ageratina aromatica,Dicot,,,,,,NULL
AGAR8,Agave í„arizonica,Monocot,,,,,,NULL
AGARA,Ageratina aromatica var. aromatica,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/agara_001_pvp.jpg
AGARI,Agarista,Dicot,,,,,,NULL
AGARI2,Ageratina aromatica var. incisa,Dicot,,,,,,NULL
AGAS2,Agalinis aspera,Dicot,,,,,,NULL
AGAS3,Agave asperrima,Monocot,,,,,,NULL
AGAST,Agastache,Dicot,,,,,,NULL
AGAU2,Agoseris aurantiaca,Dicot,Orange,Green,Medium,Brown,Decumbent,http://plants.usda.gov/gallery/standard/agau2_001_shp.jpg
AGAU3,Agalinis auriculata,Dicot,,,,,,NULL
AGAUA,Agoseris aurantiaca var. aurantiaca,Dicot,,,,,,http://plants.usda.gov/gallery/standard/agaua_001_shp.jpg
AGAUP,Agoseris aurantiaca var. purpurea,Dicot,,,,,,NULL
AGAV,Agrostis avenacea,Monocot,,,,,,NULL
AGAVE,Agave,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/agave_001_pvp.jpg
AGBL,Agrostis blasdalei,Monocot,,,,,,NULL
AGBO4,Agnorhiza bolanderi,Dicot,,,,,,NULL
AGBR,Agastache breviflora,Dicot,,,,,,NULL
AGBR4,Agrostemma brachyloba,Dicot,,,,,,NULL
AGCA,Agastache cana,Dicot,,,,,,NULL
AGCA11,Agrostis castellana,Monocot,,,,,,http://plants.usda.gov/gallery/standard/agca11_001_shp.jpg
AGCA4,Agrostis canina,Monocot,Brown,Green,Fine,Yellow,Erect,NULL
AGCA5,Agrostis capillaris,Monocot,Yellow,Green,Fine,Brown,Erect,NULL
AGCA7,Agalinis calycina,Dicot,,,,,,NULL
AGCA8,Agalinis caddoensis,Dicot,,,,,,NULL
AGCH2,Agave chrysantha,Monocot,,,,,,NULL
AGCL,Agrostis clavata,Monocot,,,,,,http://plants.usda.gov/gallery/standard/agcl_001_shp.jpg
AGCL2,Agrostis clivicola,Monocot,,,,,,NULL
AGCL3,Agdestis clematidea,Dicot,,,,,,NULL
AGCLC,Agrostis clivicola var. clivicola,Monocot,,,,,,NULL
AGCLP,Agrostis clivicola var. punta-reyesensis,Monocot,,,,,,NULL
AGCO,Ageratum conyzoides,Dicot,,,,,,NULL
AGCO2,Ageratum corymbosum,Dicot,,,,,,http://plants.usda.gov/gallery/standard/agco2_001_shp.jpg
AGCO4,Aglaonema commutatum,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/agco4_001_pvp.jpg
AGCOM,Aglaonema commutatum var. maculatum,Monocot,,,,,,NULL
AGCR,Agropyron cristatum,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/agcr_001_pvp.jpg
AGCRC,Agropyron cristatum ssp. cristatum,Monocot,,,,,,NULL
AGCRP8,Agropyron cristatum ssp. pectinatum,Monocot,,,,,,NULL
AGCU,Agastache cusickii,Dicot,,,,,,NULL
AGDA3,Agoseris í„dasycarpa,Dicot,,,,,,NULL
AGDE,Agave deserti,Monocot,,,,,,http://plants.usda.gov/gallery/standard/agde_001_shp.jpg
AGDE10,Agave delamateri,Monocot,,,,,,NULL
AGDE2,Agropyron desertorum,Monocot,Yellow,Green,Fine,Brown,Erect,NULL
AGDE3,Agave decipiens,Monocot,,,,,,NULL
AGDE4,Agave desmettiana,Monocot,,,,,,NULL
AGDE6,Agalinis densiflora,Dicot,,,,,,NULL
AGDE7,Agrostis densiflora,Monocot,,,,,,NULL
AGDED,Agave deserti ssp. deserti,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/agded_001_pvp.jpg
AGDES,Agave deserti ssp. simplex,Monocot,,,,,,NULL
AGDES2,Agdestis,Dicot,,,,,,NULL
AGDI2,Agalinis divaricata,Dicot,,,,,,NULL
AGED,Agalinis edwardsiana,Dicot,,,,,,NULL
AGEL,Agoseris elata,Dicot,,,,,,http://plants.usda.gov/gallery/standard/agel_001_shp.jpg
AGEL4,Agrostis elliottiana,Monocot,,,,,,NULL
AGEL8,Agnorhiza elata,Dicot,,,,,,NULL
AGERA,Ageratum,Dicot,,,,,,NULL
AGERA2,Ageratina,Dicot,,,,,,NULL
AGEU,Agrimonia eupatoria,Dicot,,,,,,http://plants.usda.gov/gallery/standard/ageu_001_shp.jpg
AGEX,Agrostis exarata,Monocot,Yellow,Green,Medium,Brown,Erect,http://plants.usda.gov/gallery/pubs/agex_001_pvp.jpg
AGFA2,Agalinis fasciculata,Dicot,,,,,,NULL
AGFI,Agalinis filicaulis,Dicot,,,,,,NULL
AGFI2,Agalinis filifolia,Dicot,,,,,,NULL
AGFL2,Agalinis flexicaulis,Dicot,,,,,,NULL
AGFO,Agastache foeniculum,Dicot,,,,,,NULL
AGFR,Agropyron fragile,Monocot,Yellow,Green,Fine,Brown,Erect,http://plants.usda.gov/gallery/pubs/agfr_001_pvp.jpg
AGGA,Agalinis gattingeri,Dicot,,,,,,NULL
AGGI,Agrostemma githago,Dicot,,,,,,NULL
AGGI2,Agrostis gigantea,Monocot,Yellow,Green,Fine,Brown,Decumbent,http://plants.usda.gov/gallery/pubs/aggi2_001_pvp.jpg
AGGL,Agoseris glauca,Dicot,Yellow,Green,Medium,Brown,Decumbent,NULL
AGGL2,Agave glomeruliflora,Monocot,,,,,,NULL
AGGLA,Agoseris glauca var. agrestis,Dicot,,,,,,NULL
AGGLC,Agoseris glauca var. cronquistii,Dicot,,,,,,NULL
AGGLD,Agoseris glauca var. dasycephala,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aggld_001_shp.jpg
AGGLG,Agoseris glauca var. glauca,Dicot,,,,,,http://plants.usda.gov/gallery/standard/agglg_001_shp.jpg
AGGLL,Agoseris glauca var. laciniata,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/aggll_001_pvp.jpg
AGGLM,Agoseris glauca var. monticola,Dicot,,,,,,NULL
AGGR,Agoseris grandiflora,Dicot,Yellow,Green,Coarse,Brown,Prostrate,http://plants.usda.gov/gallery/standard/aggr_001_shp.jpg
AGGR2,Agrimonia gryposepala,Dicot,Yellow,Green,Medium,Brown,Erect,NULL
AGGR4,Agave gracilipes,Monocot,,,,,,http://plants.usda.gov/gallery/standard/aggr4_001_shp.jpg
AGHA,Agave havardiana,Monocot,,,,,,NULL
AGHA2,Agrostis hallii,Monocot,,,,,,NULL
AGHA3,Agalinis harperi,Dicot,,,,,,NULL
AGHA4,Ageratina havanensis,Dicot,,,,,,NULL
AGHE2,Agoseris heterophylla,Dicot,,,,,,NULL
AGHE3,Agrostis hendersonii,Monocot,,,,,,NULL
AGHE4,Agalinis heterophylla,Dicot,,,,,,NULL
AGHE5,Ageratina herbacea,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aghe5_001_shp.jpg
AGHEC,Agoseris heterophylla var. crenulata,Dicot,,,,,,NULL
AGHEH,Agoseris heterophylla var. heterophylla,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/agheh_001_pvp.jpg
AGHET,Agoseris heterophylla var. turgida,Dicot,,,,,,NULL
AGHO,Agrostis hooveri,Monocot,,,,,,NULL
AGHO2,Agrostis howellii,Monocot,,,,,,NULL
AGHO3,Ageratum houstonianum,Dicot,,,,,,NULL
AGHO4,Agalinis homalantha,Dicot,,,,,,NULL
AGHU,Agrostis humilis,Monocot,,,,,,NULL
AGHY,Agrostis hyemalis,Monocot,Green,Green,Coarse,Brown,Erect,NULL
AGID,Agrostis idahoensis,Monocot,Yellow,Green,Medium,Brown,Erect,http://plants.usda.gov/gallery/pubs/agid_001_pvp.jpg
AGIN3,Agrimonia incisa,Dicot,,,,,,NULL
AGIN8,Agnorhiza invenusta,Dicot,,,,,,NULL
AGJU2,Ageratina jucunda,Dicot,,,,,,NULL
AGLA,Agrostis lacuna-vernalis,Monocot,,,,,,NULL
AGLA10,Agalinis laxa,Dicot,,,,,,NULL
AGLA9,Agoseris lackschewitzii,Dicot,,,,,,NULL
AGLAO,Aglaonema,Monocot,,,,,,NULL
AGLE,Agave lechuguilla,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/agle_001_pvp.jpg
AGLE3,Ageratina lemmonii,Dicot,,,,,,NULL
AGLI,í„Agropogon littoralis,Monocot,,,,,,NULL
AGLI2,Agalinis linifolia,Dicot,,,,,,NULL
AGLI3,Ageratum littorale,Dicot,,,,,,NULL
AGLU,Ageratina luciae-brauniae,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aglu_001_shp.jpg
AGMA3,Agalinis maritima,Dicot,,,,,,NULL
AGMAG,Agalinis maritima var. grandiflora,Dicot,,,,,,NULL
AGMAM,Agalinis maritima var. maritima,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/agmam_001_pvp.jpg
AGME2,Agastache mearnsii,Dicot,,,,,,NULL
AGME3,Agrostis mertensii,Monocot,,,,,,NULL
AGMI,Agastache micrantha,Dicot,,,,,,NULL
AGMI2,Agrimonia microcarpa,Dicot,,,,,,NULL
AGMI3,Agrostis microphylla,Monocot,,,,,,NULL
AGMO2,Agoseris í„montana,Dicot,,,,,,NULL
AGMU,Agave murpheyi,Monocot,,,,,,NULL
AGNA,Agalinis navasotensis,Dicot,,,,,,NULL
AGNE2,Agastache nepetoides,Dicot,,,,,,NULL
AGNE3,Agave neglecta,Monocot,,,,,,NULL
AGNE5,Agalinis neoscotica,Dicot,,,,,,NULL
AGNOR,Agnorhiza,Dicot,,,,,,NULL
AGNU,Agalinis nuttallii,Dicot,,,,,,NULL
AGOB,Agalinis obtusifolia,Dicot,,,,,,NULL
AGOC,Agastache occidentalis,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/agoc_001_pvp.jpg
AGOC2,Ageratina occidentalis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/agoc2_001_shp.jpg
AGOL,Agalinis oligophylla,Dicot,,,,,,NULL
AGOR,Agrostis oregonensis,Monocot,,,,,,NULL
AGOSE,Agoseris,Dicot,,,,,,http://plants.usda.gov/gallery/standard/agose_001_shp.jpg
AGOV,Agnorhiza ovata,Dicot,,,,,,NULL
AGPA,Agastache pallidiflora,Dicot,,,,,,http://plants.usda.gov/gallery/standard/agpa_001_shp.jpg
AGPA11,Agastache pallida,Dicot,,,,,,NULL
AGPA12,Agalinis paupercula,Dicot,,,,,,NULL
AGPA13,Ageratina paupercula,Dicot,,,,,,NULL
AGPA2,Agastache parvifolia,Dicot,Red,Dark Green,Coarse,Green,Erect,http://plants.usda.gov/gallery/standard/agpa2_001_shp.jpg
AGPA3,Agave palmeri,Monocot,,,,,,http://plants.usda.gov/gallery/standard/agpa3_001_shp.jpg
AGPA4,Agave parryi,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/agpa4_001_pvp.jpg
AGPA5,Agave parviflora,Monocot,,,,,,http://plants.usda.gov/gallery/standard/agpa5_001_shp.jpg
AGPA6,Agrimonia parviflora,Dicot,Yellow,Green,Medium,Green,Erect,NULL
AGPA8,Agrostis pallens,Monocot,Green,Green,Medium,Brown,Erect,NULL
AGPA9,Agrostis pauzhetica,Monocot,,,,,,NULL
AGPAB,Agalinis paupercula var. borealis,Dicot,,,,,,NULL
AGPAG3,Agastache pallidiflora ssp. pallidiflora var. gilensis,Dicot,,,,,,NULL
AGPAG4,Agastache pallidiflora ssp. pallidiflora var. greenei,Dicot,,,,,,NULL
AGPAH3,Agastache pallidiflora ssp. neomexicana var. havardii,Dicot,,,,,,NULL
AGPAN,Agastache pallidiflora ssp. neomexicana,Dicot,,,,,,NULL
AGPAN2,Agastache pallidiflora ssp. neomexicana var. neomexicana,Dicot,,,,,,NULL
AGPAN6,Agave parryi ssp. neomexicana,Monocot,,,,,,NULL
AGPAP2,Agastache pallidiflora ssp. pallidiflora,Dicot,,,,,,NULL
AGPAP3,Agalinis paupercula var. paupercula,Dicot,,,,,,NULL
AGPAP4,Agastache pallidiflora ssp. pallidiflora var. pallidiflora,Dicot,,,,,,NULL
AGPAP5,Agave parryi ssp. parryi,Monocot,,,,,,NULL
AGPE,Agrostis perennans,Monocot,Green,Green,Medium,Brown,Decumbent,NULL
AGPH,Agave phillipsiana,Monocot,,,,,,NULL
AGPL,Agalinis plukenetii,Dicot,,,,,,NULL
AGPO2,Agarista populifolia,Dicot,,,,,,NULL
AGPR3,Agastache pringlei,Dicot,,,,,,NULL
AGPR5,Agapanthus praecox,Monocot,,,,,,NULL
AGPRV,Agastache pringlei var. verticillata,Dicot,,,,,,NULL
AGPU,Agrimonia pubescens,Dicot,,,,,,NULL
AGPU4,Agalinis pulchella,Dicot,,,,,,NULL
AGPU5,Agalinis purpurea,Dicot,,,,,,NULL
AGRE,Agoseris retrorsa,Dicot,,,,,,http://plants.usda.gov/gallery/standard/agre_001_shp.jpg
AGRE8,Agnorhiza reticulata,Dicot,,,,,,NULL
AGRI2,Ageratina riparia,Dicot,,,,,,NULL
AGRIM,Agrimonia,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/agrim_001_pvp.jpg
AGRO3,Agrimonia rostellata,Dicot,Yellow,Green,Medium,Brown,Erect,NULL
AGRO4,Agrostis rossiae,Monocot,,,,,,NULL
AGRO5,Ageratina rothrockii,Dicot,,,,,,NULL
AGROP2,Agropyron,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/agrop2_001_pvp.jpg
AGROP3,í„Agropogon,Monocot,,,,,,NULL
AGROS,Agrostemma,Dicot,,,,,,NULL
AGROS2,Agrostis,Monocot,,,,,,http://plants.usda.gov/gallery/standard/agros2_001_shp.jpg
AGRU,Agastache rupestris,Dicot,,,,,,NULL
AGSA3,Agrostis sandwicensis,Monocot,,,,,,NULL
AGSC,Agastache scrophulariifolia,Dicot,,,,,,NULL
AGSC3,Agave schottii,Monocot,,,,,,NULL
AGSC5,Agrostis scabra,Monocot,Yellow,Green,Fine,Brown,Erect,NULL
AGSCS2,Agave schottii var. schottii,Monocot,,,,,,NULL
AGSCT,Agave schottii var. treleasei,Monocot,,,,,,NULL
AGSE3,Agalinis setacea,Dicot,,,,,,NULL
AGSH,Agave shawii,Monocot,,,,,,http://plants.usda.gov/gallery/standard/agsh_001_shp.jpg
AGSH2,Ageratina shastensis,Dicot,,,,,,NULL
AGSI2,Agave sisalana,Monocot,,,,,,http://plants.usda.gov/gallery/standard/agsi2_001_shp.jpg
AGSK,Agalinis skinneriana,Dicot,,,,,,NULL
AGST,Agrimonia striata,Dicot,Yellow,Green,Medium,Brown,Erect,NULL
AGST2,Agrostis stolonifera,Monocot,Purple,Green,Fine,Brown,Erect,NULL
AGST4,Agalinis strictifolia,Dicot,,,,,,NULL
AGTE3,Agalinis tenuifolia,Dicot,,,,,,NULL
AGTEL,Agalinis tenuifolia var. leucanthera,Dicot,,,,,,NULL
AGTEM,Agalinis tenuifolia var. macrophylla,Dicot,,,,,,NULL
AGTEP2,Agalinis tenuifolia var. parviflora,Dicot,,,,,,NULL
AGTEP3,Agalinis tenuifolia var. polyphylla,Dicot,,,,,,NULL
AGTET,Agalinis tenuifolia var. tenuifolia,Dicot,,,,,,NULL
AGTO,Agave toumeyana,Monocot,,,,,,NULL
AGTOB,Agave toumeyana var. bella,Monocot,,,,,,NULL
AGTOT,Agave toumeyana var. toumeyana,Monocot,,,,,,NULL
AGUN2,Agave univittata,Monocot,,,,,,NULL
AGUR,Agastache urticifolia,Dicot,Red,Dark Green,Coarse,Green,Erect,http://plants.usda.gov/gallery/pubs/agur_001_pvp.jpg
AGURG,Agastache urticifolia var. glaucifolia,Dicot,,,,,,NULL
AGURU,Agastache urticifolia var. urticifolia,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aguru_001_shp.jpg
AGUT,Agave utahensis,Monocot,Yellow,Dark Green,Coarse,Black,Erect,http://plants.usda.gov/gallery/pubs/agut_001_pvp.jpg
AGUTE,Agave utahensis var. eborispina,Monocot,,,,,,NULL
AGUTK,Agave utahensis var. kaibabensis,Monocot,,,,,,NULL
AGUTN,Agave utahensis var. nevadensis,Monocot,,,,,,NULL
AGUTU,Agave utahensis var. utahensis,Monocot,,,,,,NULL
AGVA,Agrostis variabilis,Monocot,,,,,,NULL
AGVI5,Agalinis viridis,Dicot,,,,,,NULL
AGVI9,Agrostis vinealis,Monocot,,,,,,NULL
AGVIV3,Agrostis vinealis ssp. vinealis,Monocot,,,,,,NULL
AGWE,Agave weberi,Monocot,,,,,,NULL
AGWR,Agastache wrightii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/agwr_001_shp.jpg
AGWR2,Ageratina wrightii,Dicot,,,,,,NULL
AIAL,Ailanthus altissima,Dicot,Green,Green,Coarse,Yellow,Rounded,http://plants.usda.gov/gallery/pubs/aial_001_pvp.jpg
AICA,Aira caryophyllea,Monocot,,,,,,NULL
AICAC2,Aira caryophyllea var. caryophyllea,Monocot,,,,,,NULL
AICAC3,Aira caryophyllea var. cupaniana,Monocot,,,,,,NULL
AIEL4,Aira elegans,Monocot,,,,,,NULL
AILAN,Ailanthus,Dicot,,,,,,NULL
AIPR,Aira praecox,Monocot,,,,,,NULL
AIRA,Aira,Monocot,,,,,,http://plants.usda.gov/gallery/standard/aira_001_shp.jpg
